City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
267,Atar,MR,2021-07-18 20:54:55,20.5169,-13.0499,102.99,15,78,12.44
268,Jawhar,SO,2021-07-18 20:53:12,2.7809,45.5005,74.89,80,100,17.34
269,Samoded,RU,2021-07-18 20:55:06,63.6083,40.5111,64.2,61,3,8.19
270,Lethem,GY,2021-07-18 20:55:29,3.3803,-59.7968,83.75,75,56,4.07
271,Sandomierz,PL,2021-07-18 20:55:29,50.6827,21.749,72.66,83,99,3.0
272,Kutahya,TR,2021-07-18 20:55:29,39.4242,29.9833,74.57,54,19,4.29
273,Pyaozerskiy,RU,2021-07-18 20:55:30,65.8333,31.1667,54.72,70,4,11.56
274,Shache,CN,2021-07-18 20:53:37,38.4167,77.2406,68.34,69,100,16.35
275,Allapalli,IN,2021-07-18 20:55:30,19.4167,80.0667,78.94,88,62,3.27
276,Tarko-Sale,RU,2021-07-18 20:55:30,64.9225,77.785,49.48,74,13,3.06
277,Comodoro Rivadavia,AR,2021-07-18 20:53:13,-45.8667,-67.5,58.86,17,0,24.16
278,Beloha,MG,2021-07-18 20:54:05,-25.1667,45.05,67.33,88,47,10.71
279,Borsa,RO,2021-07-18 20:55:31,47.6553,24.6633,63.91,86,3,3.91
280,Dalvik,IS,2021-07-18 20:55:31,65.9702,-18.5286,64.33,72,94,4.38
281,Mitsamiouli,KM,2021-07-18 20:55:25,-11.3847,43.2844,76.78,69,6,7.05
282,Huarmey,PE,2021-07-18 20:54:32,-10.0681,-78.1522,68.86,70,19,10.76
283,Thompson,CA,2021-07-18 20:55:32,55.7435,-97.8558,50.16,93,90,10.36
284,Razole,IN,2021-07-18 20:55:32,16.4833,81.8333,80.22,84,41,6.58
285,Kaura Namoda,NG,2021-07-18 20:55:32,12.5898,6.5779,81.88,67,96,11.25
286,Eyl,SO,2021-07-18 20:55:33,7.9803,49.8164,77.45,74,51,25.68
287,Mollendo,PE,2021-07-18 20:55:33,-17.0231,-72.0147,62.85,78,74,7.63
288,Hearst,CA,2021-07-18 20:55:33,49.6835,-83.6665,66.45,43,9,3.04
289,Bembibre,ES,2021-07-18 20:55:34,42.6177,-6.4155,76.46,67,0,2.26
290,Praia,CV,2021-07-18 20:53:11,14.9215,-23.5087,81.14,74,75,4.61
291,Havoysund,NO,2021-07-18 20:54:33,70.9963,24.6622,47.28,96,100,16.42
